,Year,TRB%,AST%,STL%,BLK%,TOV%,USG%,3P%,2P%,FT%
2558,1989.0,6.0,8.1,1.6,0.4,10.2,26.6,0.478,0.507,0.816
2559,1989.0,16.5,18.9,0.9,0.0,8.2,27.9,0.0,0.379,0.6
2560,1989.0,5.6,19.7,1.0,0.2,8.8,28.8,0.25,0.49200000000000005,0.858
2561,1989.0,14.2,9.5,1.9,5.6,15.1,23.6,0.0,0.57,0.746
2562,1989.0,7.4,10.2,1.1,0.0,14.0,19.1,0.45,0.39299999999999996,0.7070000000000001
2563,1989.0,13.3,5.8,1.0,1.3,18.1,17.4,0.0,0.43799999999999994,0.831
2564,1989.0,20.8,3.3,0.0,1.7,21.8,31.2,0.0,0.055999999999999994,0.875
2565,1989.0,9.7,6.1,1.5,1.6,10.5,20.1,0.0,0.42200000000000004,0.682
2566,1989.0,6.7,28.1,1.5,0.3,16.8,18.7,0.13,0.526,0.799
2567,1989.0,5.9,35.5,2.1,0.2,19.7,18.5,0.373,0.478,0.845
2568,1989.0,12.5,7.7,2.6,1.4,20.4,22.0,0.0,0.37799999999999995,0.765
2569,1989.0,9.2,9.8,2.2,1.1,19.5,23.2,0.4,0.508,0.706
2570,1989.0,3.1,26.1,2.1,0.2,22.0,11.1,0.2,0.441,0.75
2571,1989.0,6.4,13.1,1.8,0.5,10.6,19.9,0.182,0.584,0.636
2572,1989.0,6.2,24.9,2.9,0.3,13.6,19.5,0.233,0.442,0.809
2573,1989.0,5.6,21.0,2.4,0.3,21.9,14.0,0.0,0.509,0.8029999999999999
2574,1989.0,5.9,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.5
2575,1989.0,14.7,3.1,1.1,2.8,14.7,16.7,0.0,0.316,0.565
2576,1989.0,13.6,3.4,1.2,0.7,11.6,22.7,0.0,0.503,0.743
2577,1989.0,15.7,7.4,0.8,2.3,8.9,21.9,0.0,0.479,0.871
2578,1989.0,7.9,19.0,2.4,0.2,13.1,20.9,0.273,0.41700000000000004,0.65
2579,1989.0,25.0,0.0,0.0,0.0,14.5,23.7,0.0,0.3,0.5
2580,1989.0,10.0,10.2,1.7,0.3,16.9,16.8,0.0,0.447,0.738
2581,1989.0,6.6,37.6,3.4,0.3,22.3,23.8,0.22699999999999998,0.441,0.735
2582,1989.0,7.5,9.0,1.4,1.4,6.3,14.9,0.0,0.465,0.596
2583,1989.0,14.0,8.2,1.5,1.3,12.8,15.2,0.0,0.522,0.7040000000000001
2584,1989.0,17.3,4.9,0.7,1.6,20.9,12.2,0.0,0.474,0.688
2585,1989.0,13.2,14.2,1.4,1.3,17.9,18.9,0.25,0.42100000000000004,0.6729999999999999
2586,1989.0,10.1,15.7,2.4,0.3,18.8,20.9,0.0,0.451,0.85
2587,1989.0,16.4,5.5,1.8,1.2,11.5,17.0,0.235,0.536,0.7859999999999999
2588,1989.0,3.4,31.1,2.3,0.0,16.9,18.4,0.2,0.441,0.929
2589,1989.0,5.3,29.2,2.1,0.2,19.0,14.4,0.33299999999999996,0.556,0.895
2590,1989.0,17.2,7.6,1.7,0.8,20.1,18.9,0.0,0.46299999999999997,0.759
2591,1989.0,14.3,7.9,1.5,1.6,15.8,14.8,0.0,0.425,0.8
2592,1989.0,17.2,10.0,1.5,3.2,16.7,16.8,0.0,0.419,0.6759999999999999
2593,1989.0,7.7,8.9,1.8,0.6,11.1,22.5,0.311,0.47700000000000004,0.78
2594,1989.0,12.6,9.5,0.7,0.9,23.0,19.3,0.0,0.36,0.75
2595,1989.0,14.2,4.7,1.9,0.0,20.9,18.4,0.0,0.474,0.7829999999999999
2596,1989.0,7.4,7.8,1.9,0.4,11.4,16.5,0.35200000000000004,0.49200000000000005,0.56
2597,1989.0,6.8,14.2,1.6,0.4,21.9,13.2,0.2,0.445,0.782
2598,1989.0,4.2,30.1,2.9,0.8,14.1,21.2,0.35600000000000004,0.517,0.8059999999999999
2599,1989.0,8.1,22.7,3.2,1.5,14.7,23.4,0.25,0.54,0.7509999999999999
2600,1989.0,16.1,0.0,7.2,0.0,0.0,29.9,0.0,0.25,1.0
2601,1989.0,10.8,7.1,1.3,2.1,15.3,14.9,0.321,0.447,0.85
2602,1989.0,4.9,13.0,2.3,0.8,12.6,20.3,0.428,0.461,0.831
2603,1989.0,3.9,19.2,2.1,0.2,15.3,20.1,0.308,0.461,0.8190000000000001
2604,1989.0,10.0,10.9,0.9,1.2,9.4,16.2,0.39299999999999996,0.505,0.821
2605,1989.0,11.4,4.3,0.6,2.8,12.0,22.2,0.0,0.483,0.757
2606,1989.0,2.9,11.2,1.0,0.0,11.7,18.4,0.33299999999999996,0.5,0.75
2607,1989.0,4.4,17.6,1.8,0.2,11.1,18.1,0.423,0.513,0.8490000000000001
2608,1989.0,3.4,33.8,1.9,0.4,17.3,16.6,0.214,0.433,0.8390000000000001
2609,1989.0,15.0,5.5,0.8,0.9,15.7,14.2,0.5,0.564,0.727
2610,1989.0,7.2,10.2,2.2,1.2,11.2,24.1,0.14800000000000002,0.429,0.8490000000000001
2611,1989.0,11.4,3.7,0.4,3.9,21.6,25.7,0.0,0.326,0.632
2612,1989.0,5.7,24.2,2.4,0.2,10.3,17.2,0.33299999999999996,0.511,0.826
2613,1989.0,11.8,7.9,1.5,0.0,10.8,18.5,0.0,0.444,0.68
2614,1989.0,4.4,18.7,3.4,0.5,13.7,13.7,0.318,0.5,0.583
2615,1989.0,4.9,25.9,3.1,0.1,17.0,17.6,0.266,0.516,0.816
2616,1989.0,9.2,5.6,0.7,1.0,22.2,12.4,0.0,0.444,0.818
2617,1989.0,7.7,33.7,2.6,0.2,16.6,21.3,0.33799999999999997,0.507,0.698
2618,1989.0,3.1,21.8,2.0,0.0,13.9,16.9,0.33299999999999996,0.389,0.5
2619,1989.0,4.6,31.3,3.5,0.6,16.7,14.8,0.111,0.37799999999999995,0.563
2620,1989.0,8.4,9.5,1.6,1.1,16.1,14.9,0.111,0.532,0.754
2621,1989.0,4.7,26.6,2.0,0.5,19.5,16.2,0.14,0.45899999999999996,0.821
2622,1989.0,8.0,12.2,1.1,0.2,8.4,28.3,0.413,0.51,0.868
2623,1989.0,4.9,28.0,2.3,0.0,26.2,17.8,0.16699999999999998,0.45,0.8059999999999999
2624,1989.0,5.7,40.4,2.0,0.4,18.9,21.2,0.091,0.514,0.882
2625,1989.0,11.7,48.6,2.3,0.4,18.4,24.3,0.314,0.5479999999999999,0.9109999999999999
2626,1989.0,13.2,9.7,0.6,1.7,17.2,21.2,0.0,0.524,0.527
2627,1989.0,7.0,18.4,1.8,0.5,8.6,25.1,0.295,0.47200000000000003,0.7340000000000001
2628,1989.0,7.1,7.7,1.5,0.9,5.9,11.1,0.0,0.35700000000000004,1.0
2629,1989.0,8.4,15.6,3.4,0.9,5.4,24.5,0.267,0.408,0.857
2630,1989.0,8.5,9.6,2.7,1.2,13.0,18.5,0.0,0.495,0.674
2631,1989.0,12.7,5.3,0.9,3.9,28.3,8.8,0.0,0.423,0.787
2632,1989.0,12.2,4.4,1.6,3.9,22.3,6.1,0.0,0.484,0.64
2633,1989.0,14.8,4.3,1.7,1.8,17.3,9.9,0.33299999999999996,0.46799999999999997,0.623
2634,1989.0,9.6,9.8,1.0,1.3,18.6,15.9,0.0,0.36,0.615
2635,1989.0,7.7,21.8,10.3,0.0,16.7,17.5,0.0,0.6,0.0
2636,1989.0,9.2,7.7,1.4,1.3,15.8,17.8,0.0,0.455,0.746
2637,1989.0,11.6,34.7,3.6,1.2,11.9,32.1,0.276,0.5529999999999999,0.85
2638,1989.0,12.5,10.3,1.5,0.6,22.1,16.7,0.0,0.512,0.6859999999999999
2639,1989.0,5.8,18.6,2.0,0.0,10.7,14.1,0.47100000000000003,0.414,0.667
2640,1989.0,12.6,12.2,2.3,1.8,11.4,20.8,0.28600000000000003,0.47200000000000003,0.6940000000000001
2641,1989.0,9.5,8.8,1.8,1.0,10.2,26.4,0.1,0.451,0.69
2642,1989.0,9.7,14.3,1.6,0.5,17.5,20.7,0.25,0.451,0.7709999999999999
2643,1989.0,8.2,18.2,1.2,0.3,12.7,28.1,0.16699999999999998,0.484,0.8190000000000001
2644,1989.0,13.9,4.8,1.5,3.5,25.5,9.8,0.0,0.405,0.452
2645,1989.0,13.8,4.2,0.9,2.2,25.9,8.9,0.0,0.5329999999999999,0.6
2646,1989.0,14.2,5.3,0.9,1.1,16.4,18.4,0.0,0.384,0.92
2647,1989.0,15.8,8.3,1.5,0.6,19.1,16.2,0.0,0.461,0.828
2648,1989.0,3.5,15.4,2.5,0.0,25.6,12.2,0.0,0.375,0.545
2649,1989.0,16.1,4.8,1.7,3.8,15.8,10.1,0.0,0.53,0.5529999999999999
2650,1989.0,14.3,6.1,1.8,0.2,13.8,17.9,0.33299999999999996,0.475,0.823
2651,1989.0,16.6,9.8,1.0,2.3,11.5,18.2,0.349,0.515,0.84
2652,1989.0,10.8,11.3,2.2,0.6,18.3,20.5,0.5,0.385,0.8
2653,1989.0,18.7,14.3,1.6,0.4,14.1,24.7,0.0,0.43799999999999994,0.384
2654,1989.0,14.9,2.0,1.5,5.0,16.3,12.9,0.0,0.513,0.65
2655,1989.0,4.6,26.8,1.9,0.5,22.4,17.7,0.122,0.408,0.733
2656,1989.0,14.2,3.1,0.5,1.7,20.4,18.4,0.0,0.545,0.6990000000000001
2657,1989.0,17.1,7.0,1.1,2.3,15.5,16.7,0.0,0.426,0.746
2658,1989.0,6.2,36.5,1.7,0.4,34.8,13.7,0.071,0.32799999999999996,0.7809999999999999
2659,1989.0,12.4,26.9,3.2,0.4,10.3,21.3,0.348,0.46299999999999997,0.785
2660,1989.0,12.4,4.7,2.2,1.9,13.9,14.1,0.2,0.531,0.696
2661,1989.0,10.0,6.4,1.6,0.5,14.8,19.8,0.33299999999999996,0.483,0.48700000000000004
2662,1989.0,8.1,12.4,2.3,1.6,9.2,24.1,0.136,0.493,0.787
2663,1989.0,16.9,4.0,0.7,6.0,15.8,16.3,0.0,0.499,0.6459999999999999
2664,1989.0,15.5,4.5,1.3,2.0,25.2,18.5,0.0,0.281,0.8
2665,1989.0,11.0,9.1,1.4,2.1,14.4,19.1,0.0,0.44,0.7609999999999999
2666,1989.0,12.9,5.5,0.9,3.6,10.4,23.2,0.14300000000000002,0.44,0.807
2667,1989.0,12.6,9.1,2.4,1.2,18.8,17.9,0.0,0.489,0.7490000000000001
2668,1989.0,4.8,12.4,1.8,0.1,12.2,21.5,0.4,0.401,0.937
2669,1989.0,4.1,13.5,0.0,0.8,16.4,15.4,0.0,0.475,0.846
2670,1989.0,7.5,44.6,2.7,0.0,23.2,6.4,0.0,0.348,0.636
2671,1989.0,5.2,40.7,3.4,0.1,16.5,18.9,0.265,0.43700000000000006,0.701
2672,1989.0,15.6,4.4,1.1,2.3,17.4,13.3,0.0,0.519,0.748
2673,1989.0,8.2,11.8,2.1,0.6,9.0,15.7,0.32899999999999996,0.44,0.614
2674,1989.0,4.0,14.9,0.8,0.3,9.6,28.6,0.053,0.486,0.871
2675,1989.0,15.1,12.8,2.3,1.3,12.7,30.4,0.313,0.521,0.7659999999999999
2676,1989.0,18.1,5.8,1.3,2.1,14.8,23.4,0.0,0.496,0.789
2677,1989.0,9.6,12.2,2.1,1.5,18.7,20.6,0.2,0.499,0.767
2678,1989.0,12.1,0.0,3.6,0.0,0.0,6.1,0.0,1.0,0.0
2679,1989.0,6.1,14.8,5.4,0.0,33.3,20.4,0.0,0.5,0.0
2680,1989.0,5.4,20.7,1.9,0.2,16.0,20.9,0.248,0.466,0.745
2681,1989.0,11.2,5.9,0.7,1.1,14.3,15.2,0.0,0.48700000000000004,0.674
2682,1989.0,11.3,16.9,1.1,0.9,16.8,16.8,0.22699999999999998,0.474,0.722
2683,1989.0,10.2,9.1,1.7,1.0,11.8,29.8,0.306,0.494,0.732
2684,1989.0,5.8,6.0,1.7,0.0,10.5,10.5,0.0,0.684,0.6
2685,1989.0,5.2,9.1,1.9,0.4,11.2,22.3,0.365,0.515,0.535
2686,1989.0,12.7,9.1,0.4,2.0,11.9,23.7,0.0,0.5479999999999999,0.818
2687,1989.0,9.3,10.7,1.8,1.5,14.2,18.8,0.337,0.519,0.8029999999999999
2688,1989.0,9.3,36.4,3.2,1.1,27.1,13.3,0.214,0.44299999999999995,0.63
2689,1989.0,17.5,3.9,0.6,0.5,19.6,15.9,0.0,0.5,0.628
2690,1989.0,6.4,12.9,1.8,0.7,12.7,18.5,0.402,0.511,0.8440000000000001
2691,1989.0,8.2,9.2,2.3,0.4,20.2,18.2,0.0,0.466,0.6
2692,1989.0,5.0,3.7,1.4,0.0,27.1,17.4,0.0,0.222,0.25
2693,1989.0,15.7,6.7,2.0,1.9,15.8,13.3,0.26899999999999996,0.377,0.784
2694,1989.0,6.2,16.9,2.0,0.5,12.9,19.0,0.342,0.514,0.865
2695,1989.0,10.5,8.8,2.3,1.7,15.7,23.6,0.366,0.479,0.7170000000000001
2696,1989.0,0.0,15.7,0.0,0.0,20.0,19.0,0.0,0.75,0.0
2697,1989.0,7.8,20.1,2.5,0.7,13.6,26.6,0.23,0.527,0.892
2698,1989.0,14.0,6.8,3.7,0.0,22.5,18.5,0.0,0.5,0.5
2699,1989.0,5.6,24.2,3.4,0.5,19.1,16.7,0.0,0.424,0.705
2700,1989.0,13.0,9.2,1.1,4.7,9.9,19.9,0.0,0.541,0.799
2701,1989.0,14.1,5.0,1.6,0.3,14.7,17.0,0.0,0.449,0.71
2702,1989.0,9.5,8.0,0.5,0.6,17.9,22.3,0.0,0.379,0.7290000000000001
2703,1989.0,3.8,23.3,2.6,0.0,28.1,12.1,0.222,0.34600000000000003,0.5
2704,1989.0,3.0,35.4,2.1,0.7,29.1,16.4,0.32,0.413,0.619
2705,1989.0,14.1,7.8,1.6,0.6,11.3,4.1,0.0,0.7140000000000001,0.5
2706,1989.0,17.8,5.4,1.1,0.0,15.8,9.2,0.0,0.29600000000000004,0.429
2707,1989.0,15.2,1.8,1.0,7.5,24.2,16.1,0.0,0.435,0.688
2708,1989.0,4.9,9.4,2.2,0.6,12.1,21.0,0.33799999999999997,0.534,0.815
2709,1989.0,3.2,33.3,1.6,0.0,22.8,15.5,0.276,0.425,0.738
2710,1989.0,11.8,13.6,1.6,1.2,12.9,20.8,0.19,0.507,0.63
2711,1989.0,18.4,9.3,1.8,0.3,20.7,17.8,0.25,0.526,0.773
2712,1989.0,19.8,8.2,3.3,5.5,13.0,28.2,0.0,0.511,0.696
2713,1989.0,9.8,5.3,1.2,1.3,19.6,23.8,0.0,0.444,0.596
2714,1989.0,20.1,9.1,1.4,2.4,14.0,20.9,0.0,0.57,0.7190000000000001
2715,1989.0,3.7,13.2,1.6,0.4,10.4,20.0,0.16699999999999998,0.47,0.816
2716,1989.0,3.1,24.3,1.5,0.2,11.8,14.8,0.331,0.532,0.861
2717,1989.0,13.7,8.1,1.0,1.9,16.1,21.0,0.0,0.40299999999999997,0.5710000000000001
2718,1989.0,13.3,6.7,1.3,1.9,11.3,18.8,0.184,0.47600000000000003,0.833
2719,1989.0,11.4,3.8,1.4,2.9,13.9,17.2,0.25,0.5429999999999999,0.615
2720,1989.0,9.5,15.6,1.3,0.3,16.2,26.3,0.307,0.519,0.792
2721,1989.0,13.6,7.3,1.4,2.4,17.9,20.6,0.0,0.465,0.747
2722,1989.0,5.5,12.4,1.8,0.6,8.9,25.2,0.222,0.529,0.8590000000000001
2723,1989.0,12.1,8.1,1.9,1.9,13.0,19.2,0.0,0.509,0.8009999999999999
2724,1989.0,12.5,8.7,2.1,2.0,14.0,16.6,0.0,0.54,0.7979999999999999
2725,1989.0,10.7,15.1,2.9,1.5,16.6,21.3,0.273,0.496,0.6679999999999999
2726,1989.0,13.8,3.2,2.1,2.2,17.4,12.6,0.0,0.511,0.593
2727,1989.0,12.6,12.2,0.7,1.6,18.8,18.5,0.0,0.44,0.5
2728,1989.0,16.2,7.7,0.0,1.6,20.1,21.3,0.0,0.33299999999999996,0.5
2729,1989.0,6.4,32.8,2.2,0.2,16.1,19.1,0.361,0.49700000000000005,0.84
2730,1989.0,7.0,28.1,2.7,1.3,19.6,17.9,0.218,0.49700000000000005,0.7759999999999999
2731,1989.0,7.1,25.3,1.8,0.0,27.5,15.0,0.0,0.32,0.556
2732,1989.0,3.4,28.9,0.0,0.0,0.0,15.1,0.0,0.25,0.0
2733,1989.0,11.5,11.3,2.0,1.9,11.8,19.1,0.40299999999999997,0.457,0.78
2734,1989.0,4.7,33.8,2.1,0.1,15.7,21.0,0.441,0.5479999999999999,0.9009999999999999
2735,1989.0,17.4,9.9,2.1,1.5,16.7,16.2,0.0,0.521,0.7340000000000001
2736,1989.0,11.3,4.9,1.0,1.8,7.4,19.4,0.0,0.445,0.852
2737,1989.0,7.8,11.4,1.2,0.5,7.5,26.8,0.327,0.43200000000000005,0.7759999999999999
2738,1989.0,7.6,12.0,3.4,2.1,11.7,26.4,0.2,0.42700000000000005,0.76
2739,1989.0,8.6,17.6,1.4,0.3,14.3,26.2,0.36700000000000005,0.475,0.81
2740,1989.0,15.1,4.3,2.2,0.6,17.6,23.3,0.0,0.4,0.64
2741,1989.0,5.4,30.4,2.5,1.2,30.3,18.9,0.16699999999999998,0.414,0.833
2742,1989.0,6.3,30.0,3.6,1.0,14.4,18.2,0.34700000000000003,0.474,0.861
2743,1989.0,9.7,7.2,1.4,1.1,17.6,15.1,0.214,0.498,0.8059999999999999
2744,1989.0,9.2,25.5,4.0,0.9,17.7,22.2,0.2,0.49700000000000005,0.723
2745,1989.0,10.1,11.5,2.0,0.3,14.1,24.0,0.0,0.484,0.727
2746,1989.0,19.8,6.3,1.3,2.1,17.4,14.1,0.231,0.614,0.626
2747,1989.0,13.4,4.2,0.9,3.8,13.1,12.3,0.0,0.45299999999999996,0.632
2748,1989.0,35.6,0.0,0.0,0.0,0.0,13.1,0.0,0.0,0.0
2749,1989.0,6.2,13.7,3.4,0.8,19.5,21.0,0.16699999999999998,0.33299999999999996,0.727
2750,1989.0,6.6,13.5,1.9,0.5,15.8,17.5,0.2,0.376,0.684
2751,1989.0,14.1,0.0,0.0,0.0,0.0,20.1,0.0,0.0,1.0
2752,1989.0,24.0,0.0,0.0,0.0,0.0,17.1,0.0,0.5,0.5
2753,1989.0,14.7,6.5,0.9,1.4,8.3,17.1,1.0,0.491,0.802
2754,1989.0,13.0,6.9,1.4,3.0,19.3,15.2,0.0,0.502,0.6920000000000001
2755,1989.0,14.1,9.0,1.3,3.3,18.1,17.3,0.375,0.451,0.653
2756,1989.0,8.2,8.8,2.1,0.9,11.6,18.1,0.3,0.455,0.7190000000000001
2757,1989.0,13.4,6.9,1.0,2.4,17.0,18.8,0.33299999999999996,0.525,0.826
2758,1989.0,11.9,6.4,2.3,1.9,11.4,21.7,0.382,0.389,0.807
2759,1989.0,10.8,14.8,1.4,0.6,14.4,20.0,0.125,0.445,0.789
2760,1989.0,12.6,13.4,1.4,0.6,16.2,19.8,0.263,0.53,0.772
2761,1989.0,6.5,13.1,2.1,0.6,10.8,23.1,0.39899999999999997,0.508,0.863
2762,1989.0,15.7,4.4,1.1,3.0,18.2,22.8,0.25,0.449,0.511
2763,1989.0,7.6,7.7,1.0,2.4,12.2,14.7,0.5,0.485,0.851
2764,1989.0,17.6,6.5,1.5,2.2,12.6,18.1,0.0,0.49700000000000005,0.5
2765,1989.0,13.8,3.4,0.7,0.8,12.5,15.8,0.0,0.49200000000000005,0.6890000000000001
2766,1989.0,9.4,27.0,1.7,0.7,20.2,16.8,0.0,0.441,0.826
2767,1989.0,8.4,13.4,1.8,0.7,11.9,20.5,0.273,0.423,0.865
2768,1989.0,4.0,18.6,1.8,0.0,18.9,13.1,0.25,0.467,0.875
2769,1989.0,13.9,15.5,1.6,1.5,13.1,17.8,0.38,0.449,0.905
2770,1989.0,5.3,34.2,2.0,0.1,25.9,18.2,0.267,0.485,0.903
2771,1989.0,4.6,19.0,0.0,0.0,41.0,15.8,0.0,0.0,1.0
2772,1989.0,11.5,6.9,1.4,2.3,12.2,21.8,0.0,0.49700000000000005,0.725
2773,1989.0,7.2,15.0,1.5,0.8,12.2,24.7,0.2,0.414,0.674
2774,1989.0,6.9,13.3,1.7,1.3,14.4,18.2,0.25,0.495,0.6990000000000001
2775,1989.0,3.9,29.2,1.5,0.1,15.7,20.7,0.359,0.475,0.737
2776,1989.0,17.2,7.6,1.4,1.6,20.7,10.6,0.0,0.552,0.31
2777,1989.0,10.3,11.8,2.5,1.4,13.7,22.3,0.18899999999999997,0.44799999999999995,0.7979999999999999
2778,1989.0,13.6,5.2,0.9,4.3,13.2,20.3,0.0,0.518,0.722
2779,1989.0,11.4,2.5,1.0,5.6,20.5,14.6,0.0,0.47100000000000003,0.645
2780,1989.0,4.6,25.6,1.9,0.4,16.5,19.2,0.243,0.469,0.879
2781,1989.0,6.5,11.0,3.3,0.5,20.9,22.4,0.385,0.414,0.654
2782,1989.0,6.1,23.8,2.1,1.1,26.2,22.2,0.2,0.33899999999999997,0.773
2783,1989.0,7.1,8.2,2.1,0.2,12.1,16.9,0.556,0.406,0.865
2784,1989.0,4.3,54.3,4.1,0.3,21.5,19.1,0.242,0.561,0.863
2785,1989.0,6.5,31.8,3.3,0.1,18.1,23.3,0.322,0.484,0.745
2786,1989.0,0.0,0.0,0.0,0.0,100.0,19.4,0.0,0.0,0.0
2787,1989.0,35.0,17.9,0.0,5.5,28.6,13.3,0.0,0.4,0.0
2788,1989.0,0.0,0.0,0.0,0.0,0.0,39.4,0.0,0.0,0.0
2789,1989.0,3.7,17.6,1.0,0.0,11.1,23.9,0.522,0.444,0.825
2790,1989.0,20.3,4.8,2.4,3.0,13.7,24.1,0.0,0.544,0.688
2791,1989.0,5.2,18.0,2.9,0.8,10.8,20.4,0.0,0.40299999999999997,0.75
2792,1989.0,8.4,9.0,2.3,0.6,10.8,25.9,0.16699999999999998,0.48100000000000004,0.809
2793,1989.0,5.2,23.2,2.1,0.4,13.8,22.8,0.293,0.47600000000000003,0.851
2794,1989.0,5.3,34.3,2.3,0.4,17.7,24.6,0.273,0.485,0.818
2795,1989.0,6.8,7.6,2.8,0.3,21.2,16.2,0.0,0.35100000000000003,0.846
2796,1989.0,14.1,11.8,1.2,2.8,18.8,17.9,0.0,0.49,0.696
2797,1989.0,16.5,5.3,1.7,2.5,15.9,23.6,0.0,0.462,0.809
2798,1989.0,17.2,5.1,1.5,2.1,14.9,16.6,0.0,0.5379999999999999,0.8059999999999999
2799,1989.0,13.1,3.2,1.4,1.7,13.5,14.9,0.0,0.56,0.6779999999999999
2800,1989.0,11.5,4.3,0.9,0.9,14.3,14.8,0.33299999999999996,0.426,0.5329999999999999
2801,1989.0,13.6,9.3,1.2,0.7,16.3,17.7,0.0,0.5429999999999999,0.7290000000000001
2802,1989.0,5.4,27.5,3.3,0.2,13.1,19.2,0.36700000000000005,0.502,0.818
2803,1989.0,13.0,8.9,1.3,1.4,13.7,24.6,0.0,0.509,0.792
2804,1989.0,14.5,7.6,0.9,1.0,10.7,22.5,0.0,0.523,0.7440000000000001
2805,1989.0,14.1,6.3,1.9,2.3,24.1,17.3,0.0,0.426,0.622
2806,1989.0,9.9,8.3,0.8,2.0,4.5,15.5,0.0,0.5,0.5
2807,1989.0,12.3,0.0,0.0,0.0,26.9,34.6,0.0,0.5,0.0
2808,1989.0,6.4,15.7,1.8,0.4,14.1,29.8,0.35700000000000004,0.47600000000000003,0.866
2809,1989.0,5.4,9.2,2.2,0.2,8.9,14.1,0.39899999999999997,0.512,0.782
2810,1989.0,13.3,0.0,7.5,0.0,40.0,31.9,0.0,0.5,0.0
2811,1989.0,8.5,9.5,2.3,0.3,13.7,9.6,0.28600000000000003,0.431,0.589
2812,1989.0,10.9,5.7,1.1,2.2,11.6,17.9,0.111,0.479,0.758
2813,1989.0,5.1,22.0,2.4,0.0,16.5,22.2,0.2,0.431,0.667
2814,1989.0,4.4,27.9,2.0,0.4,21.0,17.6,0.2,0.511,0.7
2815,1989.0,5.3,21.3,2.6,0.4,18.4,17.7,0.214,0.436,0.813
2816,1989.0,4.4,11.4,0.7,0.5,7.2,22.3,0.42100000000000004,0.486,0.879
2817,1989.0,4.0,9.4,1.1,0.8,9.0,19.8,0.3,0.47200000000000003,0.9109999999999999
2818,1989.0,9.8,6.4,0.5,0.6,10.6,18.9,0.5,0.33299999999999996,0.556
2819,1989.0,9.2,5.6,0.4,0.3,13.3,19.6,0.0,0.41700000000000004,0.6859999999999999
2820,1989.0,6.4,27.7,1.5,0.4,18.6,19.3,0.11800000000000001,0.495,0.8220000000000001
2821,1989.0,10.8,25.0,2.9,0.5,19.5,14.8,0.0,0.426,0.772
2822,1989.0,11.0,3.9,1.6,2.2,10.1,14.6,0.25,0.503,0.7759999999999999
2823,1989.0,6.5,32.3,3.3,0.2,22.0,21.2,0.071,0.43700000000000006,0.7879999999999999
2824,1989.0,5.5,31.0,2.8,0.3,20.8,13.3,0.045,0.493,0.867
2825,1989.0,12.8,4.5,1.3,2.8,14.2,14.6,0.0,0.44799999999999995,0.6579999999999999
2826,1989.0,14.7,6.0,0.7,1.9,14.8,14.7,0.111,0.444,0.7440000000000001
2827,1989.0,14.5,2.3,0.8,5.1,18.3,11.1,0.0,0.653,0.535
2828,1989.0,9.5,32.4,3.6,0.6,22.5,21.4,0.0,0.364,0.909
2829,1989.0,4.7,22.8,2.7,0.0,11.5,14.9,0.0,0.5710000000000001,0.8
2830,1989.0,4.9,18.8,4.2,0.0,26.7,12.3,0.0,0.47700000000000004,0.7
2831,1989.0,0.0,0.0,0.0,0.0,0.0,21.1,0.0,0.0,0.0
2832,1989.0,8.6,5.3,1.1,0.1,15.9,14.9,0.0,0.521,0.81
2833,1989.0,6.0,5.5,1.1,0.0,22.5,8.0,0.0,0.5,0.5
2834,1989.0,12.2,3.9,1.7,0.4,10.1,14.6,0.0,0.392,0.667
2835,1989.0,6.4,26.3,3.1,0.9,21.9,16.4,0.25,0.444,0.813
2836,1989.0,10.0,11.9,1.9,1.0,8.4,29.4,0.276,0.475,0.8440000000000001
2837,1989.0,14.1,1.6,0.8,1.6,16.0,23.2,0.0,0.467,0.55
2838,1989.0,5.6,15.3,2.2,0.5,13.0,20.9,0.297,0.48200000000000004,0.7559999999999999
2839,1989.0,15.8,4.6,1.2,0.9,14.4,16.5,0.0,0.534,0.6659999999999999
2840,1989.0,14.0,8.1,1.0,3.0,15.3,18.8,0.0,0.45299999999999996,0.7140000000000001
2841,1989.0,12.0,5.4,0.8,3.5,15.3,12.8,0.0,0.4,0.632
2842,1989.0,12.7,7.2,1.8,3.6,10.8,18.8,0.25,0.51,0.748
2843,1989.0,13.0,20.9,2.8,1.7,12.8,20.4,0.268,0.48200000000000004,0.7759999999999999
2844,1989.0,6.4,12.1,2.8,1.1,18.1,22.0,0.16699999999999998,0.40700000000000003,0.784
2845,1989.0,9.4,19.5,2.0,1.5,22.0,15.7,0.0,0.43799999999999994,0.75
2846,1989.0,4.3,27.0,1.8,0.5,21.9,22.9,0.222,0.375,0.66
2847,1989.0,7.3,11.5,2.9,1.2,15.0,23.0,0.28800000000000003,0.469,0.754
2848,1989.0,5.6,26.5,1.2,0.3,21.2,18.4,0.33299999999999996,0.47700000000000004,0.794
2849,1989.0,3.4,10.5,1.1,0.0,8.7,13.7,0.5,0.425,0.727
2850,1989.0,4.3,15.2,0.9,0.2,10.1,11.7,0.5,0.473,0.632
2851,1989.0,10.0,10.1,1.0,0.6,17.9,14.3,0.14300000000000002,0.433,0.688
2852,1989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2853,1989.0,4.6,13.5,1.9,0.5,11.6,20.9,0.348,0.447,0.823
2854,1989.0,10.1,5.2,1.0,2.5,13.8,20.7,0.0,0.469,0.738
